source,target,tgt_lng
Leona,Leona,tr
Lesser Mirrored Persona,Küçük Benlik Aynası,tr
Level Up!,Seviye Atla!,tr
Lich Bane,Lich Boğan,tr
Lifting Competition,Ağırlık Kaldırma Yarışması,tr
Lightshield Crest,Lightshield Arması,tr
Lineup,Dizilim,tr
Lissandra,Lissandra,tr
Little Buddies,Minik Dostlar,tr
Locket of the Iron Solari,Demir Solari'nin Broşu,tr
Longshot,Mesafeci,tr
Longshot Emblem,Mesafeci Amblemi,tr
Loris,Loris,tr
Lucian & Senna,Lucian ve Senna,tr
Lucky Doubloon,Şanslı Para,tr
Lucky Gloves,Şanslı Eldiven,tr
Luden's Tempest,Luden'in Çığlığı,tr
Lulu,Lulu,tr
Lux,Lux,tr
Mace's Will,Gürzün Dileği,tr
Magnetron Coil,Magnetron Bobini,tr
Makeshift Armor,Eğreti Zırh,tr
Malzahar,Malzahar,tr
Mel,Mel,tr
Mending Echoes,Şifalı Yankılar,tr
Mess Hall,Yemekhane,tr
Micro-Rockets,Mikro Roketler,tr
Milio,Milio,tr
Min-Max,Kusursuzluk Arayışı,tr
Mining Drill,Maden Matkabı,tr
Mirrored Persona,Benlik Aynası,tr
Miss Fortune,Miss Fortune,tr
Missed Connections,Tanışma Toplantısı,tr
Mittens,Pofuduk Eldiven,tr
Momentum Drive,İvme Sürücüsü,tr
Money Monsoon,Gökten Yağan Altın,tr
Morellonomicon,Morellonomikon,tr
Nashor's Tooth,Nashor'un Dişi,tr
Nasus,Nasus,tr
Nautilus,Nautilus,tr
Needlessly Large Rod,Aşırı Büyük Sopa,tr
Neeko,Neeko,tr
Negatron Cloak,Negatron Pelerini,tr
Nidalee,Nidalee,tr
Noxus,Noxus,tr
Noxus Emblem,Noxus Amblemi,tr
On a Roll,Yenilemeye Devam,tr
"One Buff, Two Buff",İki Kat Güçlendirme,tr
One Twos Three,Bir İkiler Üç,tr
"One, Two, Five!","Bir, İki, Beş!",tr
Orianna,Orianna,tr
Ornn,Ornn,tr
Overclocked Capacitors,Aşırı Yüklü Kapasitörler,tr
Pandora's Bench,Pandora'nın Yedekleri,tr
Pandora's Items,Pandora'nın Eşyaları,tr
Patience is a Virtue,Sabır Erdemdir,tr
Pile O' Citrus,Portakal Yığını,tr
Piltover,Piltover,tr
Piltover Emblem,Piltover Amblemi,tr
Piltover Invention,Piltover İcadı,tr
Placebo,Plasebo Etkisi,tr
Plot Armor,Ana Karaktere Bir Şey Olmaz,tr
Poison Pals,Zehir Zemberekler,tr
Poppy,Poppy,tr
Portable Forge,Taşınabilir Ocak,tr
Precision and Grace,İsabetli ve Zarif,tr
Preparation,Hazırlık,tr
Prismatic Destiny,Prizmatik Kader,tr
Prismatic Ticket,Prizmatik Bilet,tr
Promised Protection,Koruma Yemini,tr
Protector's Vow,Muhafızın Adağı,tr
Prowler's Claw,Sinsi Pençe,tr
Pyromaniac,Kundakçı,tr
Qiyana,Qiyana,tr
Quicksilver,Cıva,tr
Quickstriker,Atik,tr
Quickstriker Emblem,Atik Amblemi,tr
Rabadon's Deathcap,Rabadon'un Şapkası,tr
Radiant Rascal,Işıltılı Serseri,tr
Radiant Relics,Işıltılı Yadigârlar,tr
Raining Gold,Altın Sağanağı,tr
Rapid Firecannon,Bombardıman Topu,tr
Realm Warp,Mekân Sapması,tr
Recombobulator,Evriştirici,tr
Recurve Bow,Nişancı Yayı,tr
Red Buff,Kırmızı Güçlendirme,tr
ReinFOURcement,Dört Dörtlük,tr
Rek'Sai,Rek'Sai,tr
Renekton,Renekton,tr
Replication,Kopyalama Süreci,tr
Restart Mission,Tekrar Dene,tr
Retribution,Adaletin Yumruğu,tr
Rift Herald,Vadi'nin Alameti,tr
Rift Scuttler,Yampiri Yengeç,tr
Riftscourge,Vadi Belası,tr
Rolling For Days,Durmadan Yenile,tr
Rumble,Rumble,tr
Rune Mage,Rün Büyücüsü,tr
Ryze,Ryze,tr
Savings Account,Birikim Hesabı,tr
Second Wind,İkinci Şans,tr
Seeker's Armguard,Maceracının Pazubendi,tr
Sejuani,Sejuani,tr
Sentinels of Light,Işık Muhafızları,tr
Seraphim's Staff,Melek Asası,tr
Seraphine,Seraphine,tr
Sett,Sett,tr
Shadow Isles,Gölge Adalar,tr
Shadow Puppet,Gölge Kukla,tr
Shen,Shen,tr
Shimmerscale Essence,Parlakpul Özü,tr
Shopping Spree,Alışveriş Çılgınlığı,tr
Shroud of Stillness,Sükûnet Örtüsü,tr
Shurima,Shurima,tr
Shyvana,Shyvana,tr
Silco's Revenge,Silco'nun İntikamı,tr
Silver Destiny,Gümüş Kader,tr
Silver Spoon,Eşsiz Deneyim,tr
Silvermere Dawn,Gümüşgöl Şafağı,tr
Singed,Singed,tr
Sion,Sion,tr
Skarner,Skarner,tr
Slayer,Biçici,tr
Slayer Emblem,Biçici Amblemi,tr
Slightly Magic Roll,Kısmen Büyülü Zar,tr
Small Grab Bag,Ufak Çekiliş,tr
Solo Plate,Yalnız Zırh,tr
Sona,Sona,tr
Soul Awakening,Ruh Uyanışı,tr
Soulbound,Ruhdaş,tr
Sparring Gloves,İdman Eldiveni,tr
Spatula,Spatula,tr
Spear of Shojin,Shojin'in Mızrağı,tr
Spear's Will,Mızrağın Dileği,tr
Spectral Cutlass,Hortlak Palası,tr
Spirit Visage,Ruh Gömleği,tr
Spirit of Redemption,Kefaret Ruhu,tr
Spreading Roots,Yayılan Kökler,tr
Staffsmith,Sopa İşçisi,tr
Stand United,Birlikten Kuvvet Doğar,tr
Star Forger,Yıldızların Hâkimi,tr
Stars Are Born,Doğuştan Yıldızlar,tr
Starter Kit,Başlangıç Seti,tr
Statikk Shiv,Statikk Hançer,tr
Steadfast Heart,Kararlı Yürek,tr
Sterak's Gage,Sterak'ın Güvencesi,tr
Striker's Flail,Hücum Gürzü,tr
Sunfire Cape,Günateşi Pelerini,tr
Superior Lifeform,Üstün Yaşam Formu,tr
Suspicious Trench Coat,Gizemli Trençkot,tr
Swain,Swain,tr
Sweet Treats,Tatlı Atıştırmalıklar,tr
Sword Overflow,Kılıç Fazlalığı,tr
Swordsmith,Kılıç İşçisi,tr
Sylas,Sylas,tr
Syren's Broadside,Siren'in Alabandası,tr
T-Hex,T-Hex,tr
Tactician's Cape,Strateji Ustası Pelerini,tr
Tactician's Crown,Strateji Ustası Tacı,tr
Tactician's Shield,Strateji Ustası Kalkanı,tr
Tahm Kench,Tahm Kench,tr
Talisman Of Ascension,Uluların Tılsımı,tr
Targon,Targon,tr
Taric,Taric,tr
Teaming Up,Takım Çalışması,tr
Tear of the Goddess,Tanrıça'nın Gözyaşı,tr
Teemo,Teemo,tr
The Axiomata,Aksiyomlar,tr
The Boss,Patron,tr
The Golden Dragon,Altın Ejder,tr
The Indomitable,Yenilmez,tr
The Ruined King,Mahvolmuş Kral,tr
The Trait Tree,Özellik Ağacı,tr
The World Runes,Dünya Rünleri,tr
Thief's Gloves,Hırsız Eldiveni,tr
Thorn-Plated Armor,Çivi Kaplamalı Zırh,tr
Thresh,Thresh,tr
Timewinders,Zaman Bükenler,tr
"Tiny, but Deadly",Minik Ama Ölümcül,tr
Titan's Resolve,Titanın Azmi,tr
Titanic Hydra,Haşmetli Hydra,tr
Tome of Traits,Özellikler Kitabı,tr
Tons of Stats!,Tonlarca Nitelik!,tr
Trade Sector,Ticaret Bölgesi,tr
Training Dummy,Hedef Kuklası,tr
Treasure Typhoon,Hazine Tayfunu,tr
Trials of Twilight,Alacakaranlık İmtihanları,tr
Trifecta,Üçlük,tr
Tristana,Tristana,tr
Tryndamere,Tryndamere,tr
Tuned Oscillator,Ayarlı Osilatör,tr
Twin Guardians,İkiz Muhafızlar,tr
Twisted Fate,Twisted Fate,tr
Two Much Value,İki Elin Sesi Var,tr
Two Trick,İkinin Gücü,tr
U.R.F,U.R.F.,tr
Unending Despair,Sonsuz Çaresizlik,tr
Unsealed From Steel,Çelikten Dışarı,tr
Unstable Core,Dengesiz Çekirdek,tr
Upgrade!,Geliştir!,tr
Upward Mobility,Daimi Yükseliş,tr
Vanquisher,Hışımlı,tr
Vanquisher Emblem,Hışımlı Amblemi,tr
Vayne,Vayne,tr
Veigar,Veigar,tr
Vi,Vi,tr
Viego,Viego,tr
Virtue of the Martyr,Fedakârlığın Erdemi,tr
Void,Hiçlik,tr
Void Emblem,Hiçlik Amblemi,tr
Void Gauntlet,Hiçlik Eldiveni,tr
Void Staff,Hiçlik Değneği,tr
Volibear,Volibear,tr
Voltage Conduit,Voltaj İletimi,tr
Wand Overflow,Sopa Fazlalığı,tr
Warden,Gardiyan,tr
Warden Emblem,Gardiyan Amblemi,tr
Warlord's Honor,Cengâver Onuru,tr
Warmog's Armor,Warmog'un Zırhı,tr
Warwick,Warwick,tr
Water Axiom,Su Aksiyomu,tr
We Stick Together,Birliğin Gücü,tr
Wild Growth,Vahşi Büyüme,tr
Win Out,Hızlı Yükseliş,tr
Wit's End,Aklın Sonu,tr
Withered Relic,Yıpranmış Antika,tr
Wood Axiom,Tahta Aksiyomu,tr
World Ender,Dünyaların Sonu,tr
Woven Magic,Dokuma Büyü,tr
Wukong,Wukong,tr
Xerath,Xerath,tr
Xin Zhao,Xin Zhao,tr
Yasuo,Yasuo,tr
Yone,Yone,tr
Yordle,Yordle,tr
Yordle Emblem,Yordle Amblemi,tr
Yorick,Yorick,tr
Yunara,Yunara,tr
Zaahen,Zaahen,tr
Zaun,Zaun,tr
Zaun Emblem,Zaun Amblemi,tr
Zeke's Herald,Zeke'nin Sancağı,tr
Zephyr,Karayel,tr
Ziggs,Ziggs,tr
Zilean,Zilean,tr
Zoe,Zoe,tr
Zz'Rot Portal,Zz'Rot Kapısı,tr
“塞壬号”的舷炮,Siren'in Alabandası,tr
いつでも一緒,Birliğin Gücü,tr
おおきくなぁれ！,Vahşi Büyüme,tr
お得な2,İki Elin Sesi Var,tr
ここがセンター,Merkezini Bul,tr
たっぷりリロール,Etkili Yenilemeler,tr
ちょっとだけ魔法のダイス,Kısmen Büyülü Zar,tr
へら,Spatula,tr
もっと怖いキャップ,Güçlü Şapkalar,tr
アイオニア,Ionia,tr
アイオニアの紋章,Ionia Amblemi,tr
アイオニック スパーク,İyon Kıvılcımı,tr
アイテム福袋,Eşya Çekilişi,tr
アクシオマタ,Aksiyomlar,tr
アクセルゲート,Hızlandırma Geçidi,tr
アシミレーター,Özümseyici,tr
アジール,Azir,tr
アセンション,Yükseliş,tr
アダプティブ ヘルム,Değişken Miğfer,tr
アッシュ,Ashe,tr
アップグレード！,Geliştir!,tr
アニビア,Anivia,tr
アニー,Annie,tr
アフェリオス,Aphelios,tr
アルカニスト,Sihir Üstadı,tr
アルカニストの紋章,Sihir Üstadı Amblemi,tr
アンベッサ,Ambessa,tr
アークエンジェル スタッフ,Başmelek Asası,tr
アーマー ナリファイア,Zırhsavar,tr
アーリ,Ahri,tr
イシュタル,Ixtal,tr
イシュタルの紋章,Ixtal Amblemi,tr
イモータル,Ölümsüz,tr
イラオイ,Illaoi,tr
インフィニティ エッジ,Ebedi Kılıç,tr
インヴォーカー,Manabaz,tr
インヴォーカーの紋章,Manabaz Amblemi,tr
イーブンシュラウド,Denge Örtüsü,tr
ウィッツ エンド,Aklın Sonu,tr
ウォーロードの名誉,Cengâver Onuru,tr
ウーコン,Wukong,tr
エイトロックス,Aatrox,tr
エグザイル,Sürgünler,tr
エコー,Ekko,tr
エコーエンジン,Yankı Makinesi,tr
エターナル,Ebedi,tr
エピックなロールダウン,Destansı Yenileme,tr
エルダードラゴン,Kadim Ejderha,tr
エレクトリカル オーバーロード,Aşırı Elektriklenme,tr
エンペラー,İmparator,tr
オリアナ,Orianna,tr
オレリオン・ソル,Aurelion Sol,tr
オーバークロック コンデンサー,Aşırı Yüklü Kapasitörler,tr
オーン,Ornn,tr
カイ＝サ,Kai'Sa,tr
カナとカネ,Kıymetli Metaller,tr
カフナフナ,Saklı Gerçek,tr
カリスタ,Kalista,tr
ガリオ,Galio,tr
ガレン,Garen,tr
ガングプランク,Gangplank,tr
ガンスリンガー,Silahşor,tr
ガンスリンガーの紋章,Silahşor Amblemi,tr
ガーゴイル ストーンプレート,Gargoyl Taşzırhı,tr
キネティックバリア,Kinetik Bariyer,tr
キャプテンの帽子,Kaptanın Şapkası,tr
キャプテンの醸造酒,Kaptanın Tarifi,tr
キヤナ,Qiyana,tr
キンドレッド,Kindred,tr
ギリギリの救出,Son Saniyede Kurtuluş,tr
クイックシルバー,Cıva,tr
クラウンの決意,Tacın Dileği,tr
クラウンガード,Kraliyet Başlığı,tr
クラーケンの怒り,Kraken'in Öfkesi,tr
クロノキーパー,Zaman Bekçisi,tr
グインソー レイジブレード,Guinsoo'nun Hiddeti,tr
グウェン,Gwen,tr
グラスキャノン,Güçlü Ama Kırılgan,tr
グラットン,Obur,tr
グレイブス,Graves,tr
ケアテイカー,Bakıcı,tr
ケイトリン,Caitlyn,tr
ケネン,Kennen,tr
ケンカの作法,Patlama Kalkanı,tr
コグ＝マウ,Kog'Maw,tr
コブコ&ユーミ,Kobuko ve Yuumi,tr
コマース コア,Ticaretin Özü,tr
コンパニオン作成,Tam Donanımlı,tr
ゴールドの運命,Altın Kader,tr
ゴールドの雨,Altın Sağanağı,tr
ゴーレム,Golem,tr
ゴーレム化,Golem'e Dönüştür,tr
サイオン,Sion,tr
サイラス,Sylas,tr
サンファイア ケープ,Günateşi Pelerini,tr
ザ・ボス,Patron,tr
ザーヘン,Zaahen,tr
シェン,Shen,tr
シマースケールのエッセンス,Parlakpul Özü,tr
シャドウアイル,Gölge Adalar,tr
シュリーマ,Shurima,tr
ショウジンの矛,Shojin'in Mızrağı,tr
シルコの復讐,Silco'nun İntikamı,tr
シルバーの運命,Gümüş Kader,tr
シルバーミアの夜明け,Gümüşgöl Şafağı,tr
シンジド,Singed,tr
シン・ジャオ,Xin Zhao,tr
シヴァーナ,Shyvana,tr
シーカー アームガード,Maceracının Pazubendi,tr
ジグス,Ziggs,tr
ジャイアント スレイヤー,Dev Katili,tr
ジャイアント ベルト,Dev Kemeri,tr
ジャイアント&マイティ,Devasa ve Güçlü,tr
ジャガーノート,Ezergeçer,tr
ジャガーノートの紋章,Ezergeçer Amblemi,tr
ジャストヒット,Aradığını Bul,tr
ジャーヴァンⅣ,Jarvan IV,tr
ジュエル ガントレット,Mücevherli Eldiven,tr
ジュエル ロータス,Mücevherli Nilüfer,tr
ジリアン,Zilean,tr
ジン,Jhin,tr
ジンクス,Jinx,tr
ジークの使者,Zeke'nin Sancağı,tr
ジ＝ロット ポータル,Zz'Rot Kapısı,tr
スウェイン,Swain,tr
スカーナー,Skarner,tr
スタティック シヴ,Statikk Hançer,tr
スターターキット,Başlangıç Seti,tr
スターフォージャー,Yıldızların Hâkimi,tr
スター誕生,Doğuştan Yıldızlar,tr
ステラックの篭手,Sterak'ın Güvencesi,tr
ステータスマシマシ,Tonlarca Nitelik!,tr
ストライカー フレイル,Hücum Gürzü,tr
スパーリング グローブ,İdman Eldiveni,tr
スピリット ビサージュ,Ruh Gömleği,tr
スペクトラル カトラス,Hortlak Palası,tr
スレイヤー,Biçici,tr
スレイヤーの紋章,Biçici Amblemi,tr
スレッシュ,Thresh,tr
セイレーン号の片舷砲,Siren'in Alabandası,tr
セジュアニ,Sejuani,tr
セト,Sett,tr
セラフィムの杖,Melek Asası,tr
セラフィーン,Seraphine,tr
ゼファー,Karayel,tr
ゼラス,Xerath,tr
ソウルの目覚め,Ruh Uyanışı,tr
ソウルバウンド,Ruhdaş,tr
ソナ,Sona,tr
ソラリのロケット,Demir Solari'nin Broşu,tr
ソード オーバーフロー,Kılıç Fazlalığı,tr
ソーンプレートアーマー,Çivi Kaplamalı Zırh,tr
ゾウン,Zaun,tr
ゾウンの紋章,Zaun Amblemi,tr
ゾーイ,Zoe,tr
タイタン ハイドラ,Haşmetli Hydra,tr
タイムワインダー,Zaman Bükenler,tr
タクティシャンのケープ,Strateji Ustası Pelerini,tr
タクティシャンの王冠,Strateji Ustası Tacı,tr
タクティシャンの盾,Strateji Ustası Kalkanı,tr
タム・ケンチ,Tahm Kench,tr
タリック,Taric,tr
ターゴン,Targon,tr
ダイアナ,Diana,tr
ダブルトラブル,Çifte Bela,tr
ダミー,Hedef Kuklası,tr
ダミー化,Kuklaya Dönüştür,tr
ダリウス,Darius,tr
ダーキン,Darkin,tr
ダークウィルの侵略,Darkwill'in İşgali,tr
ダークチャイルド,Şeytan Çekici,tr
チェイン ベスト,Zincir Yelek,tr
チェインブレイカー,Zincirkıran,tr
チューンド オシレーター,Ayarlı Osilatör,tr
チョ＝ガス,Cho'Gath,tr
ツイステッド・フェイト,Twisted Fate,tr
ツインガーディアン,İkiz Muhafızlar,tr
ティーモ,Teemo,tr
ディスラプター,Bozguncu,tr
ディスラプターの紋章,Bozguncu Amblemi,tr
ディフェンダー,Savunucu,tr
ディフェンダーの紋章,Savunucu Amblemi,tr
デスブレード,Ölüm Kılıcı,tr
デッド マン ダガー,Ölü Adamın Hançeri,tr
デッドリアー ブレード,Ölümcül Bıçaklar,tr
デマーシア,Demacia,tr
デマーシアの紋章,Demacia Amblemi,tr
デマーシアよ永遠に,Ebediyen Demacia,tr
デュオキュー,Çifte Ödül,tr
トライフェクタ,Üçlük,tr
トリスターナ,Tristana,tr
トリンダメア,Tryndamere,tr
トレードセクター,Ticaret Bölgesi,tr
ドクター・ムンド,Dr. Mundo,tr
ドラゴン クロウ,Ejder Pençesi,tr
ドラゴンの守護者,Ejder Muhafızları,tr
ドラゴンボーン,Ejderkanı,tr
ドレイヴン,Draven,tr
ドレッドウェイの砲撃,Dehşet Yolu Topu,tr
ドーンコア,Şafağın Özü,tr
ナイト エッジ,Gecenin Kıyısı,tr
