source,target,tgt_lng
Birthday Present,Regalo de cumpleaños,es-AR
Birthday Reunion,Reunión de Cumpleaños,es-AR
Black Market Restock,Reabastecimiento del Mercado Negro,es-AR
Blackmarket Explosives,Explosivos del Mercado Negro,es-AR
Blacksmith,Herrero,es-AR
Blast Shield,Escudo Explosivo,es-AR
Blighting Jewel,Joya Maldita,es-AR
Blitzcrank,Blitzcrank,es-AR
Blood Offering,Ofrenda de Sangre,es-AR
Bloodthirster,La Sanguinaria,es-AR
Blue Buff,Mejora azul,es-AR
Bodyguard Training,Entrenamiento de Guardaespaldas,es-AR
Boxing Lessons,Lecciones de Boxeo,es-AR
Bramble Vest,Vesta Espinosa,es-AR
Branching Out,Ramificación,es-AR
Braum,Braum,es-AR
Briar,Briar,es-AR
Brigand's Dice,Dado del Forajido,es-AR
Bringer of Ruin,Heraldo de la Ruina,es-AR
Brock,Brock,es-AR
Bronze For Life,Bronce de por Vida,es-AR
Bruiser,Matón,es-AR
Bruiser Emblem,Emblema de Matones,es-AR
Buried Treasures,Tesoros Enterrados,es-AR
Caitlyn,Caitlyn,es-AR
Cappa Juice,Juguito de Gorrito,es-AR
Captain's Brew,Brebaje del Capitán,es-AR
Captain's Hat,Sombrero del Capitán,es-AR
Care Package,Paquete de Cuidados,es-AR
Caretaker,Cuidador,es-AR
Caretaker's Ally,Alianza del Guardián,es-AR
Celestial Blessing,Bendición Celestial,es-AR
Chain Vest,Cota de Malla,es-AR
Chainbreaker,Rompecadenas,es-AR
Chalice of Power,Cáliz de Poder,es-AR
Chaotic Evolution,Evolución Caótica,es-AR
Cho'Gath,Cho'Gath,es-AR
Chosen Wolves,Lobos Elegidos,es-AR
Chronokeeper,Guard. del Tiempo,es-AR
Commerce Core,Núcleo Comercial,es-AR
Component Buffet,Buffet de componentes,es-AR
Construct a Companion,Construye tu Compi,es-AR
Continuum Cogs,Engranaje Continuo,es-AR
Cooking Pot,Cacerola,es-AR
Coronation,Coronación,es-AR
Corrosion,Corrosión,es-AR
Corrupt Vampiric Scepter,Cetro Vampírico Corrupto,es-AR
Cosmic Calling,Llamado Cósmico,es-AR
Crafted Crafting,Artesanía Creativa,es-AR
Crash Test Dummies,Muñecos de Prueba para Choques,es-AR
Crown's Will,Voluntad de la Corona,es-AR
Crownguard,Guardia de la Corona,es-AR
Cry Me A River,Llora Todo lo que Quieras,es-AR
Cursed Blade,Cuchilla Maldita,es-AR
Cutthroat's Cutlass,Sable Despiadado,es-AR
C位的觉悟,Halla tu Centro,es-AR
DD街区,Sector de Intercambio,es-AR
Darius,Darius,es-AR
Dark Child,H. de la Oscuridad,es-AR
Darkin,Darkin,es-AR
Darkwill's Invasion,Invasión de Darkwill,es-AR
Dawncore,Esfera del Amanecer,es-AR
Dead Man's Dagger,Daga del Hombre Muerto,es-AR
Deadlier Blades,Espadas Más Letales,es-AR
Deadlier Caps,Sombreros Más Letales,es-AR
Deathblade,Filo de la Muerte,es-AR
Defender,Defensor,es-AR
Defender Emblem,Emblema de Defensor,es-AR
Defense of the Placidium,Defensa del Placidium,es-AR
Demacia,Demacia,es-AR
Demacia Emblem,Emblema de Demacia,es-AR
Demacia Forever,Demacia por Siempre,es-AR
Diana,Diana,es-AR
Disruptor,Disruptor,es-AR
Disruptor Emblem,Emblema de Disruptor,es-AR
Double Trouble,Problema Doble,es-AR
Dr. Mundo,Dr. Mundo,es-AR
Dragon's Claw,Garra de Dragón,es-AR
Dragonborn,La Hija del Dragón,es-AR
Dragonguards,Guardia Dracónica,es-AR
Draven,Draven,es-AR
Dreadway Cannon,Cañón del Heraldo de la Muerte,es-AR
Dummify,¿Hacemos un Muñeco?,es-AR
Duo Queue,Cola Dúo,es-AR
D个痛快！,Actualiza sin parar,es-AR
E.M.P.,P.E.M.,es-AR
Earth Axiom,Axioma de Tierra,es-AR
Echo Engine,Ecomotor,es-AR
Edge of Night,Filo de la Noche,es-AR
Ekko,Ekko,es-AR
Elder Dragon,Dragón Ancestral,es-AR
Electrical Overload,Descarga Eléctrica,es-AR
Emperor,Imperial,es-AR
Epic Rolldown,Rerroleo Épico,es-AR
Eternal,Eterno,es-AR
Eternal Pact,Pacto Eterno,es-AR
Evenshroud,Manto del Ocaso,es-AR
Exclusive Customization,Personalización exclusiva,es-AR
Exiles,Exiliados,es-AR
Expected Unexpectedness,Espera lo Inesperado,es-AR
Explosive Growth,Crecimiento Explosivo,es-AR
Eye For An Eye,Ojo por Ojo,es-AR
Feed the Flames,Alimenta las Llamas,es-AR
Fiddlesticks,Fiddlesticks,es-AR
Find Your Center,Halla tu Centro,es-AR
Fire Axiom,Axioma del Fuego,es-AR
First Mate's Flintlock,Fusil de Chispa del Primer Oficial,es-AR
First One's Free!,¡La primera es gratis!,es-AR
Fishbones,Carapescado,es-AR
Fizz,Fizz,es-AR
Flickerblades,Cuchillas Raudas,es-AR
Focused Fire,Fuego Concentrado,es-AR
Forbidden Idol,Ídolo Prohibido,es-AR
Freljord,El Fréljord,es-AR
Freljord Emblem,Emblema del Fréljord,es-AR
Frying Pan,Sartén,es-AR
Galio,Galio,es-AR
Gangplank,Gangplank,es-AR
Garen,Garen,es-AR
Gargoyle Stoneplate,Armadura Pétrea,es-AR
Giant Slayer,Verdugo de Gigantes,es-AR
Giant and Mighty,Fuerte y Enorme,es-AR
Giant's Belt,Cinturón de Gigante,es-AR
Gigantification Ray,Rayo de Gigantificación,es-AR
Gilded Steel,Acero Dorado,es-AR
Glass Cannon,Cañón de Cristal,es-AR
Glutton,Glotón,es-AR
Going Long,Acumular,es-AR
Gold Destiny,Destino de Oro,es-AR
Golem,Gólem,es-AR
Golemify,Golemificación,es-AR
Good For Something,Bueno para Algo,es-AR
Graves,Graves,es-AR
Growth Mindset,Plan de Crecimiento,es-AR
Guinsoo's Rageblade,Espadafuria de Guinsoo,es-AR
Gunslinger,Pistolero,es-AR
Gunslinger Emblem,Emblema de Pistolero,es-AR
Gwen,Gwen,es-AR
Hand Of Justice,Mano de la Justicia,es-AR
Hard Commit,Gran Compromiso,es-AR
Harvester,Cosechador,es-AR
Haunted Spyglass,Catalejo Embrujado,es-AR
Healing Orbs,Orbes de curación,es-AR
Heart of Steel,Corazón de Acero,es-AR
Heavy Is the Crown,Pesada es la Corona,es-AR
Hedge Fund,Fondo de inversión,es-AR
Hefty Rolls,Grandes Intentos,es-AR
Hellfire Hatchet,Hacha de Fuego Infernal,es-AR
Heroic,Heroico,es-AR
Heroic Grab Bag,Bolsa de Sorpresas Heroica,es-AR
HexMech,Mecha Hex,es-AR
Hexgate Travel,Viaje por el Portal Hex,es-AR
Hextech Gunblade,Sablepistola Hextech,es-AR
High Voltage,Alto Voltaje,es-AR
Hold the Line,Mantén la Posición,es-AR
Horizon Focus,Enfoque al Horizonte,es-AR
Huntress,Cazadora,es-AR
Illaoi,Illaoi,es-AR
Immortal,Inmortal,es-AR
Indecision,Indecisión,es-AR
Indiscriminate Killer,Verdugo Indiscriminado,es-AR
Infinity Edge,Filo del Infinito,es-AR
Innervating Locket,Relicario Enervante,es-AR
Invested,Inversión,es-AR
Invoker,Conjurador,es-AR
Invoker Emblem,Emblema de Conjurador,es-AR
Ionia,Jonia,es-AR
Ionia Emblem,Emblema de Jonia,es-AR
Ionic Spark,Chispa Iónica,es-AR
Iron Assets,Recursos de Hierro,es-AR
Item Grab Bag,Bolsa de Objetos,es-AR
Ixtal,Ixtal,es-AR
Ixtal Emblem,Emblema de Ixtal,es-AR
Jarvan IV,Jarvan IV,es-AR
Jeweled Gauntlet,Guantelete Deslumbrante,es-AR
Jeweled Lotus,Loto Adornado,es-AR
Jhin,Jhin,es-AR
Jinx,Jinx,es-AR
Juggernaut,Coloso,es-AR
Juggernaut Emblem,Emblema de Coloso,es-AR
Just Hit,Tú Pégales,es-AR
Kahunahuna,Kahunahuna,es-AR
Kai'Sa,Kai'Sa,es-AR
Kalista,Kalista,es-AR
Kennen,Kennen,es-AR
Kindred,Kindred,es-AR
Kinetic Barrier,Barrera Cinética,es-AR
Knight's Vow,Promesa del Caballero,es-AR
Kobuko & Yuumi,Kobuko y Yuumi,es-AR
Kog'Maw,Kog'Maw,es-AR
Kraken's Fury,Furia del Kraken,es-AR
L-90 カリバーネット,Redes Calibre 90,es-AR
Last Second Save,Salvada de último momento,es-AR
Last Whisper,Último Suspiro,es-AR
Late Game Scaling,Progresión en el juego tardío,es-AR
Late Game Specialist,Especialista en el juego tardío,es-AR
LeBlanc,LeBlanc,es-AR
Leap of Faith,Salto de Fe,es-AR
Legion of Threes,Legión de Tres,es-AR
Leona,Leona,es-AR
Lesser Mirrored Persona,Persona en Espejo menor,es-AR
Level Up!,¡Sube de nivel!,es-AR
Lich Bane,Maldición del Liche,es-AR
Lifting Competition,Competencia de Pesas,es-AR
Lightshield Crest,Cresta de Escudo de Luz,es-AR
Lineup,Alineación,es-AR
Lissandra,Lissandra,es-AR
Little Buddies,Amiguitos,es-AR
Locket of the Iron Solari,Relicario de los Solari de Hierro,es-AR
Longshot,Tirolargo,es-AR
Longshot Emblem,Emblema de Tirolargo,es-AR
Loris,Loris,es-AR
Lucian & Senna,Lucian y Senna,es-AR
Lucky Doubloon,Doblón de la Suerte,es-AR
Lucky Gloves,Guantes de la Suerte,es-AR
Luden's Tempest,Tempestad de Luden,es-AR
Lulu,Lulu,es-AR
Lux,Lux,es-AR
Mace's Will,Voluntad del Mazo,es-AR
Magnetron Coil,Bobina de Magnetrón,es-AR
Makeshift Armor,Armadura Improvisada,es-AR
Malzahar,Malzahar,es-AR
Mel,Mel,es-AR
Mending Echoes,Ecos Reparadores,es-AR
Mess Hall,Comedor,es-AR
Micro-Rockets,Microcohetes,es-AR
Milio,Milio,es-AR
Min-Max,Mínimo/Máximo,es-AR
Mining Drill,Taladro de Excavación,es-AR
Mirrored Persona,Persona en Espejo,es-AR
Miss Fortune,Miss Fortune,es-AR
Missed Connections,Conexiones fallidas,es-AR
Mittens,Mitones,es-AR
Momentum Drive,Motor de Impulso,es-AR
Money Monsoon,Monzón Millonario,es-AR
Morellonomicon,Morellonomicón,es-AR
Nashor's Tooth,Diente de Nashor,es-AR
Nasus,Nasus,es-AR
Nautilus,Nautilus,es-AR
Needlessly Large Rod,Vara Innecesariamente Grande,es-AR
Neeko,Neeko,es-AR
Negatron Cloak,Capa de Negatrones,es-AR
Nidalee,Nidalee,es-AR
Noxus,Noxus,es-AR
Noxus Emblem,Emblema de Noxus,es-AR
On a Roll,En racha,es-AR
"One Buff, Two Buff","Una Mejora, Dos Mejoras",es-AR
One Twos Three,Uno Doooos Tres,es-AR
"One, Two, Five!","Uno, dos, ¡cinco!",es-AR
Orianna,Orianna,es-AR
Ornn,Ornn,es-AR
Overclocked Capacitors,Condensadores Sobrecargados,es-AR
Pandora's Bench,Banca de Pandora,es-AR
Pandora's Items,Objetos de Pandora,es-AR
Patience is a Virtue,La Paciencia es una Virtud,es-AR
Pile O' Citrus,Pila de Cítricos,es-AR
Piltover,Piltóver,es-AR
Piltover Emblem,Emblema de Piltóver,es-AR
Piltover Invention,Invento de Piltóver,es-AR
Placebo,Placebo,es-AR
Plot Armor,La trama lo protege,es-AR
Poison Pals,Los Tóxicos,es-AR
Poppy,Poppy,es-AR
Portable Forge,Forja Portátil,es-AR
Precision and Grace,Precisión y Elegancia,es-AR
Preparation,Preparación,es-AR
Prismatic Destiny,Destino Prismático,es-AR
Prismatic Ticket,Boleto Prismático,es-AR
Promised Protection,Protección Prometida,es-AR
Protector's Vow,Juramento del Protector,es-AR
Prowler's Claw,Garra del Merodeador,es-AR
Pyromaniac,Piromanía,es-AR
Qiyana,Qiyana,es-AR
Quicksilver,Capa Mercurial,es-AR
Quickstriker,Ataque Relámpago,es-AR
Quickstriker Emblem,Emblema de Ataque Relámpago,es-AR
Rabadon's Deathcap,Sombrero Mortífero de Rabadon,es-AR
Radiant Rascal,Rufián Radiante,es-AR
Radiant Relics,Reliquias Radiantes,es-AR
Raining Gold,Lluvia de oro,es-AR
Rapid Firecannon,Cañón de Fuego Rápido,es-AR
Realm Warp,Distorsión del Entorno,es-AR
Recombobulator,Megamorfosis,es-AR
Recurve Bow,Arco Recurvado,es-AR
Red Buff,Mejora Roja,es-AR
ReinFOURcement,Cuatro Refuerzos,es-AR
Rek'Sai,Rek'Sai,es-AR
Renekton,Renekton,es-AR
Replication,Réplica,es-AR
Restart Mission,Reiniciar Misión,es-AR
Retribution,Retribución,es-AR
Rift Herald,Her. de la Grieta,es-AR
Rift Scuttler,Cangrejo Escurridizo,es-AR
Riftscourge,Plaga de la Grieta,es-AR
Rolling For Days,Actualiza sin parar,es-AR
Rumble,Rumble,es-AR
Rune Mage,Mago Rúnico,es-AR
Ryze,Ryze,es-AR
Savings Account,Cuenta de Ahorros,es-AR
Second Wind,Segundo Aire,es-AR
Seeker's Armguard,Guardabrazo del Buscador,es-AR
Sejuani,Sejuani,es-AR
Sentinels of Light,Centinelas de la Luz,es-AR
Seraphim's Staff,Báculo del Serafín,es-AR
Seraphine,Seraphine,es-AR
Sett,Sett,es-AR
Shadow Isles,Islas de la Sombra,es-AR
Shadow Puppet,Marioneta Sombría,es-AR
Shen,Shen,es-AR
Shimmerscale Essence,Esencia de Brilloescama,es-AR
Shopping Spree,Compras compulsivas,es-AR
Shroud of Stillness,Manto de Quietud,es-AR
Shurima,Shurima,es-AR
Shyvana,Shyvana,es-AR
Silco's Revenge,Venganza de Silco,es-AR
Silver Destiny,Destino de Plata,es-AR
Silver Spoon,Cuchara de plata,es-AR
Silvermere Dawn,Amanecer Plateado,es-AR
Singed,Singed,es-AR
Sion,Sion,es-AR
Skarner,Skarner,es-AR
Slayer,Fulminador,es-AR
Slayer Emblem,Emblema de Fulminador,es-AR
Slightly Magic Roll,Tirada Ligeramente Mágica,es-AR
Small Grab Bag,Bolsa de Sorpresas Pequeña,es-AR
Solo Plate,Solo Pétreo,es-AR
Sona,Sona,es-AR
Soul Awakening,Despertar del Alma,es-AR
Soulbound,Vínculo,es-AR
Sparring Gloves,Guantes de Combate,es-AR
Spatula,Espátula,es-AR
Spear of Shojin,Lanza de Shojin,es-AR
Spear's Will,Voluntad de la Lanza,es-AR
Spectral Cutlass,Sable Espectral,es-AR
Spirit Visage,Apariencia Espiritual,es-AR
Spirit of Redemption,Espíritu de Redención,es-AR
Spreading Roots,Raíces Propagadoras,es-AR
Staffsmith,Fabricante de Varas,es-AR
Stand United,Unidos,es-AR
Star Forger,Forjador de Estrellas,es-AR
Stars Are Born,Estrellas Nacientes,es-AR
Starter Kit,Paquete de iniciación,es-AR
Statikk Shiv,Daga de Statikk,es-AR
Steadfast Heart,Espíritu Firme,es-AR
Sterak's Gage,Guantelete de Sterak,es-AR
Striker's Flail,Mangual del Guerrero,es-AR
Sunfire Cape,Capa de Fuego Solar,es-AR
Superior Lifeform,Forma de Vida Superior,es-AR
Suspicious Trench Coat,Gabardina Sospechosa,es-AR
Swain,Swain,es-AR
Sweet Treats,Dulces Golosinas,es-AR
Sword Overflow,Espada Desmedida,es-AR
Swordsmith,Fabricante de Espadas,es-AR
Sylas,Sylas,es-AR
Syren's Broadside,Andanada de La Sirena,es-AR
T-Hex,T-Hex,es-AR
Tactician's Cape,Capa de Estratega,es-AR
Tactician's Crown,Corona de Estratega,es-AR
Tactician's Shield,Escudo del Estratega,es-AR
Tahm Kench,Tahm Kench,es-AR
Talisman Of Ascension,Talismán de Ascensión,es-AR
Targon,Targón,es-AR
Taric,Taric,es-AR
Teaming Up,Forma equipo,es-AR
Tear of the Goddess,Lágrima de la Diosa,es-AR
Teemo,Teemo,es-AR
The Axiomata,Los Axiomata,es-AR
The Boss,El Jefe,es-AR
The Golden Dragon,El Dragón Dorado,es-AR
The Indomitable,El Indomable,es-AR
The Ruined King,El Rey Arruinado,es-AR
The Trait Tree,El Árbol de Rasgos,es-AR
The World Runes,Las Runas Geogénicas,es-AR
Thief's Gloves,Guantes de Ladrón,es-AR
Thorn-Plated Armor,Armadura Espinosa,es-AR
Thresh,Thresh,es-AR
Timewinders,Rebobinadores del Tiempo,es-AR
"Tiny, but Deadly",Pequeño pero mortífero,es-AR
Titan's Resolve,Valor del Titán,es-AR
Titanic Hydra,Hidra Titánica,es-AR
Tome of Traits,Tomo de Rasgos,es-AR
Tons of Stats!,¡Milestadísticas!,es-AR
Trade Sector,Sector de Intercambio,es-AR
Training Dummy,Muñeco de Entrenamiento,es-AR
Treasure Typhoon,Tifón del Tesoro,es-AR
Trials of Twilight,Desafíos del Crepúsculo,es-AR
Trifecta,Trifecta,es-AR
Tristana,Tristana,es-AR
Tryndamere,Tryndamere,es-AR
Tuned Oscillator,Resonador Afinado,es-AR
Twin Guardians,Guardianes Gemelos,es-AR
Twisted Fate,Twisted Fate,es-AR
Two Much Value,Demasiado Valor,es-AR
Two Trick,Doblete,es-AR
U.R.F,U.R.F.,es-AR
Unending Despair,Desesperación Eterna,es-AR
Unsealed From Steel,Libre del Acero,es-AR
Unstable Core,Núcleo Inestable,es-AR
Upgrade!,¡Mejora!,es-AR
Upward Mobility,Trepador Social,es-AR
Vanquisher,Vencedor,es-AR
Vanquisher Emblem,Emblema de Vencedor,es-AR
Vayne,Vayne,es-AR
Veigar,Veigar,es-AR
Vi,Vi,es-AR
Viego,Viego,es-AR
Virtue of the Martyr,Virtud del Mártir,es-AR
Void,Vacío,es-AR
Void Emblem,Emblema del Vacío,es-AR
Void Gauntlet,Guantelete del Vacío,es-AR
Void Staff,Báculo del Vacío,es-AR
Volibear,Volibear,es-AR
Voltage Conduit,Conducto Voltaico,es-AR
Wand Overflow,Sobrecarga de Varas,es-AR
Warden,Protector,es-AR
Warden Emblem,Emblema de Protector,es-AR
Warlord's Honor,Honor del Caudillo,es-AR
Warmog's Armor,Armadura de Warmog,es-AR
Warwick,Warwick,es-AR
Water Axiom,Axioma del Agua,es-AR
We Stick Together,No nos Separamos,es-AR
Wild Growth,Enormamiento,es-AR
Win Out,A Remontar,es-AR
Wit's End,Al Filo de la Cordura,es-AR
Withered Relic,Reliquia Marchita,es-AR
Wood Axiom,Axioma de Madera,es-AR
World Ender,Dest. de Mundos,es-AR
Woven Magic,Magia Tejida,es-AR
Wukong,Wukong,es-AR
Xerath,Xerath,es-AR
Xin Zhao,Xin Zhao,es-AR
Yasuo,Yasuo,es-AR
Yone,Yone,es-AR
Yordle,Yordle,es-AR
Yordle Emblem,Emblema de Yordle,es-AR
Yorick,Yorick,es-AR
Yunara,Yunara,es-AR
Zaahen,Zaahen,es-AR
Zaun,Zaun,es-AR
Zaun Emblem,Emblema de Zaun,es-AR
Zeke's Herald,Heraldo de Zeke,es-AR
Zephyr,Céfiro,es-AR
Ziggs,Ziggs,es-AR
Zilean,Zilean,es-AR
Zoe,Zoe,es-AR
Zz'Rot Portal,Portal Zz'Rot,es-AR
“塞壬号”的舷炮,Andanada de La Sirena,es-AR
いつでも一緒,No nos Separamos,es-AR
おおきくなぁれ！,Enormamiento,es-AR
お得な2,Demasiado Valor,es-AR
ここがセンター,Halla tu Centro,es-AR
たっぷりリロール,Grandes Intentos,es-AR
ちょっとだけ魔法のダイス,Tirada Ligeramente Mágica,es-AR
へら,Espátula,es-AR
もっと怖いキャップ,Sombreros Más Letales,es-AR
アイオニア,Jonia,es-AR
アイオニアの紋章,Emblema de Jonia,es-AR
アイオニック スパーク,Chispa Iónica,es-AR
アイテム福袋,Bolsa de Objetos,es-AR
アクシオマタ,Los Axiomata,es-AR
アクセルゲート,Portal de Aceleración,es-AR
アシミレーター,Asimilador,es-AR
アジール,Azir,es-AR
アセンション,Ascenso,es-AR
アダプティブ ヘルム,Yelmo Adaptable,es-AR
アッシュ,Ashe,es-AR
アップグレード！,¡Mejora!,es-AR
アニビア,Anivia,es-AR
アニー,Annie,es-AR
アフェリオス,Aphelios,es-AR
アルカニスト,Arcanista,es-AR
アルカニストの紋章,Emblema de Arcanista,es-AR
アンベッサ,Ambessa,es-AR
アークエンジェル スタッフ,Báculo del Arcángel,es-AR
アーマー ナリファイア,Aniquilador de Armadura,es-AR
アーリ,Ahri,es-AR
イシュタル,Ixtal,es-AR
イシュタルの紋章,Emblema de Ixtal,es-AR
イモータル,Inmortal,es-AR
イラオイ,Illaoi,es-AR
インフィニティ エッジ,Filo del Infinito,es-AR
インヴォーカー,Conjurador,es-AR
インヴォーカーの紋章,Emblema de Conjurador,es-AR
イーブンシュラウド,Manto del Ocaso,es-AR
ウィッツ エンド,Al Filo de la Cordura,es-AR
ウォーロードの名誉,Honor del Caudillo,es-AR
ウーコン,Wukong,es-AR
エイトロックス,Aatrox,es-AR
エグザイル,Exiliados,es-AR
エコー,Ekko,es-AR
エコーエンジン,Ecomotor,es-AR
エターナル,Eterno,es-AR
エピックなロールダウン,Rerroleo Épico,es-AR
エルダードラゴン,Dragón Ancestral,es-AR
エレクトリカル オーバーロード,Descarga Eléctrica,es-AR
エンペラー,Imperial,es-AR
オリアナ,Orianna,es-AR
オレリオン・ソル,Aurelion Sol,es-AR
オーバークロック コンデンサー,Condensadores Sobrecargados,es-AR
オーン,Ornn,es-AR
カイ＝サ,Kai'Sa,es-AR
カナとカネ,Recursos de Hierro,es-AR
カフナフナ,Kahunahuna,es-AR
カリスタ,Kalista,es-AR
ガリオ,Galio,es-AR
ガレン,Garen,es-AR
ガングプランク,Gangplank,es-AR
ガンスリンガー,Pistolero,es-AR
ガンスリンガーの紋章,Emblema de Pistolero,es-AR
ガーゴイル ストーンプレート,Armadura Pétrea,es-AR
キネティックバリア,Barrera Cinética,es-AR
キャプテンの帽子,Sombrero del Capitán,es-AR
キャプテンの醸造酒,Brebaje del Capitán,es-AR
キヤナ,Qiyana,es-AR
キンドレッド,Kindred,es-AR
ギリギリの救出,Salvada de último momento,es-AR
クイックシルバー,Capa Mercurial,es-AR
クラウンの決意,Voluntad de la Corona,es-AR
クラウンガード,Guardia de la Corona,es-AR
クラーケンの怒り,Furia del Kraken,es-AR
クロノキーパー,Guard. del Tiempo,es-AR
グインソー レイジブレード,Espadafuria de Guinsoo,es-AR
グウェン,Gwen,es-AR
グラスキャノン,Cañón de Cristal,es-AR
グラットン,Glotón,es-AR
グレイブス,Graves,es-AR
ケアテイカー,Cuidador,es-AR
ケイトリン,Caitlyn,es-AR
ケネン,Kennen,es-AR
ケンカの作法,Escudo Explosivo,es-AR
コグ＝マウ,Kog'Maw,es-AR
コブコ&ユーミ,Kobuko y Yuumi,es-AR
コマース コア,Núcleo Comercial,es-AR
コンパニオン作成,Construye tu Compi,es-AR
ゴールドの運命,Destino de Oro,es-AR
ゴールドの雨,Lluvia de oro,es-AR
ゴーレム,Gólem,es-AR
ゴーレム化,Golemificación,es-AR
サイオン,Sion,es-AR
サイラス,Sylas,es-AR
サンファイア ケープ,Capa de Fuego Solar,es-AR
ザ・ボス,El Jefe,es-AR
ザーヘン,Zaahen,es-AR
シェン,Shen,es-AR
シマースケールのエッセンス,Esencia de Brilloescama,es-AR
シャドウアイル,Islas de la Sombra,es-AR
シュリーマ,Shurima,es-AR
ショウジンの矛,Lanza de Shojin,es-AR
シルコの復讐,Venganza de Silco,es-AR
シルバーの運命,Destino de Plata,es-AR
シルバーミアの夜明け,Amanecer Plateado,es-AR
シンジド,Singed,es-AR
シン・ジャオ,Xin Zhao,es-AR
シヴァーナ,Shyvana,es-AR
シーカー アームガード,Guardabrazo del Buscador,es-AR
ジグス,Ziggs,es-AR
ジャイアント スレイヤー,Verdugo de Gigantes,es-AR
ジャイアント ベルト,Cinturón de Gigante,es-AR
ジャイアント&マイティ,Fuerte y Enorme,es-AR
ジャガーノート,Coloso,es-AR
ジャガーノートの紋章,Emblema de Coloso,es-AR
ジャストヒット,Tú Pégales,es-AR
ジャーヴァンⅣ,Jarvan IV,es-AR
ジュエル ガントレット,Guantelete Deslumbrante,es-AR
ジュエル ロータス,Loto Adornado,es-AR
ジリアン,Zilean,es-AR
ジン,Jhin,es-AR
ジンクス,Jinx,es-AR
ジークの使者,Heraldo de Zeke,es-AR
ジ＝ロット ポータル,Portal Zz'Rot,es-AR
スウェイン,Swain,es-AR
スカーナー,Skarner,es-AR
スタティック シヴ,Daga de Statikk,es-AR
スターターキット,Paquete de iniciación,es-AR
スターフォージャー,Forjador de Estrellas,es-AR
スター誕生,Estrellas Nacientes,es-AR
ステラックの篭手,Guantelete de Sterak,es-AR
ステータスマシマシ,¡Milestadísticas!,es-AR
ストライカー フレイル,Mangual del Guerrero,es-AR
スパーリング グローブ,Guantes de Combate,es-AR
スピリット ビサージュ,Apariencia Espiritual,es-AR
スペクトラル カトラス,Sable Espectral,es-AR
スレイヤー,Fulminador,es-AR
スレイヤーの紋章,Emblema de Fulminador,es-AR
スレッシュ,Thresh,es-AR
セイレーン号の片舷砲,Andanada de La Sirena,es-AR
セジュアニ,Sejuani,es-AR
セト,Sett,es-AR
セラフィムの杖,Báculo del Serafín,es-AR
セラフィーン,Seraphine,es-AR
ゼファー,Céfiro,es-AR
ゼラス,Xerath,es-AR
ソウルの目覚め,Despertar del Alma,es-AR
ソウルバウンド,Vínculo,es-AR
ソナ,Sona,es-AR
ソラリのロケット,Relicario de los Solari de Hierro,es-AR
ソード オーバーフロー,Espada Desmedida,es-AR
ソーンプレートアーマー,Armadura Espinosa,es-AR
ゾウン,Zaun,es-AR
ゾウンの紋章,Emblema de Zaun,es-AR
ゾーイ,Zoe,es-AR
タイタン ハイドラ,Hidra Titánica,es-AR
タイムワインダー,Rebobinadores del Tiempo,es-AR
タクティシャンのケープ,Capa de Estratega,es-AR
タクティシャンの王冠,Corona de Estratega,es-AR
タクティシャンの盾,Escudo del Estratega,es-AR
