source,target,tgt_lng
The Boss,角头老大,zh-MY
The Golden Dragon,金龙降世,zh-MY
The Indomitable,不屈,zh-MY
The Ruined King,殒落王者,zh-MY
The Trait Tree,特性之树,zh-MY
The World Runes,世界符文,zh-MY
Thief's Gloves,窃贼手套,zh-MY
Thorn-Plated Armor,荆棘镀板护甲,zh-MY
Thresh,瑟雷西,zh-MY
Timewinders,时空断裂者,zh-MY
"Tiny, but Deadly",小巧但致命,zh-MY
Titan's Resolve,泰坦的决意,zh-MY
Titanic Hydra,泰坦九头蛇,zh-MY
Tome of Traits,特性典籍,zh-MY
Tons of Stats!,成吨数据！,zh-MY
Trade Sector,贸易大亨,zh-MY
Training Dummy,训练木偶,zh-MY
Treasure Typhoon,财宝旋风,zh-MY
Trials of Twilight,暮光试炼,zh-MY
Trifecta,三重奏,zh-MY
Tristana,崔丝塔娜,zh-MY
Tryndamere,泰达米尔,zh-MY
Tuned Oscillator,调谐振荡器,zh-MY
Twin Guardians,双子守护者,zh-MY
Twisted Fate,逆命,zh-MY
Two Much Value,两倍价值,zh-MY
Two Trick,两个把戏,zh-MY
U.R.F,阿福驾到,zh-MY
U.R.F.,阿福驾到,zh-MY
Unending Despair,无尽绝望,zh-MY
Unsealed From Steel,破锋除印,zh-MY
Unstable Core,不稳定核心,zh-MY
Upgrade!,升级！,zh-MY
Upward Mobility,上进心,zh-MY
Vanquisher,征服者,zh-MY
Vanquisher Emblem,征服者徽章,zh-MY
Vayne,汎,zh-MY
Veigar,维迦,zh-MY
Vi,菲艾,zh-MY
Viego,维尔戈,zh-MY
Virtue of the Martyr,烈士之德,zh-MY
Void,虚空,zh-MY
Void Emblem,虚空徽章,zh-MY
Void Gauntlet,虚空手套,zh-MY
Void Staff,虚空之杖,zh-MY
Volibear,弗力贝尔,zh-MY
Voltage Conduit,电压导管,zh-MY
Wand Overflow,魔棒过载,zh-MY
Warden,守望者,zh-MY
Warden Emblem,守望者徽章,zh-MY
Warlord's Honor,战神的荣耀,zh-MY
Warmog's Armor,好战者铠甲,zh-MY
Warwick,沃维克,zh-MY
Water Axiom,流水法则,zh-MY
We Stick Together,我们团结一致,zh-MY
Wild Growth,究极炼化,zh-MY
Win Out,最后赢家,zh-MY
Wit's End,智慧末刃,zh-MY
Withered Relic,凋零的遗物,zh-MY
Wood Axiom,灵木法则,zh-MY
World Ender,灭世剑魔,zh-MY
Woven Magic,编织魔法,zh-MY
Wukong,悟空,zh-MY
Xerath,齐勒斯,zh-MY
Xin Zhao,赵信,zh-MY
Yasuo,犽宿,zh-MY
Yone,犽凝,zh-MY
Yordle,约德尔人,zh-MY
Yordle Emblem,约德尔人徽章,zh-MY
Yorick,约瑞科,zh-MY
Yunara,尤娜拉,zh-MY
Zaahen,扎罕,zh-MY
Zaun,佐恩,zh-MY
Zaun Emblem,佐恩徽章,zh-MY
Zeke's Herald,锡柯的号角,zh-MY
Zephyr,西风匕首,zh-MY
Ziggs,希格斯,zh-MY
Zilean,极灵,zh-MY
Zoe,柔依,zh-MY
Zz'Rot Portal,虚空之门,zh-MY
“塞壬号”的舷炮,海妖舷炮,zh-MY
いつでも一緒,我们团结一致,zh-MY
おおきくなぁれ！,究极炼化,zh-MY
お得な2,两倍价值,zh-MY
ここがセンター,C位觉悟,zh-MY
たっぷりリロール,大刷特刷,zh-MY
ちょっとだけ魔法のダイス,轻魔重骰,zh-MY
へら,锅铲,zh-MY
もっと怖いキャップ,致命帽子,zh-MY
アイオニア,爱欧尼亚,zh-MY
アイオニアの紋章,爱欧尼亚徽章,zh-MY
アイオニック スパーク,爱欧尼亚星火,zh-MY
アイテム福袋,道具惊喜包,zh-MY
アクシオマタ,元初公理,zh-MY
アクセルゲート,中子加速装置,zh-MY
アシミレーター,同化体,zh-MY
アジール,阿祈尔,zh-MY
アセンション,飞升,zh-MY
アダプティブ ヘルム,适性神盔,zh-MY
アッシュ,艾希,zh-MY
アップグレード！,升级！,zh-MY
アニビア,艾妮维亚,zh-MY
アニー,安妮,zh-MY
アフェリオス,亚菲利欧,zh-MY
アルカニスト,奥术大师,zh-MY
アルカニストの紋章,奥术大师徽章,zh-MY
アンベッサ,安蓓萨,zh-MY
アークエンジェル スタッフ,大天使之杖,zh-MY
アーマー ナリファイア,护甲抑制器,zh-MY
アーリ,阿璃,zh-MY
イシュタル,伊克斯塔尔,zh-MY
イシュタルの紋章,伊克斯塔尔徽章,zh-MY
イモータル,不朽者,zh-MY
イラオイ,伊罗旖,zh-MY
インフィニティ エッジ,无尽之刃,zh-MY
インヴォーカー,神谕者,zh-MY
インヴォーカーの紋章,神谕者徽章,zh-MY
イーブンシュラウド,均等法衣,zh-MY
ウィッツ エンド,智慧末刃,zh-MY
ウォーロードの名誉,战神的荣耀,zh-MY
ウーコン,悟空,zh-MY
エイトロックス,厄萨斯,zh-MY
エグザイル,流亡孤军,zh-MY
エコー,艾克,zh-MY
エコーエンジン,回响引擎,zh-MY
エターナル,永恒族,zh-MY
エピックなロールダウン,史诗重骰,zh-MY
エルダードラゴン,远古巨龙,zh-MY
エレクトリカル オーバーロード,电流过载,zh-MY
エンペラー,皇帝,zh-MY
オリアナ,奥莉安娜,zh-MY
オレリオン・ソル,翱锐龙兽,zh-MY
オーバークロック コンデンサー,超频电容器,zh-MY
オーン,鄂尔,zh-MY
カイ＝サ,凯莎,zh-MY
カナとカネ,钢铁资产,zh-MY
カフナフナ,卡胡纳胡纳,zh-MY
カリスタ,克黎思妲,zh-MY
ガリオ,加里欧,zh-MY
ガレン,盖伦,zh-MY
ガングプランク,刚普朗克,zh-MY
ガンスリンガー,神射手,zh-MY
ガンスリンガーの紋章,神射手徽章,zh-MY
ガーゴイル ストーンプレート,石像鬼盘核,zh-MY
キネティックバリア,动能屏障,zh-MY
キャプテンの帽子,船长帽,zh-MY
キャプテンの醸造酒,船长珍酿,zh-MY
キヤナ,姬亚娜,zh-MY
キンドレッド,镜爪,zh-MY
ギリギリの救出,救命关头,zh-MY
クイックシルバー,水银兜帽,zh-MY
クラウンの決意,王冠之志,zh-MY
クラウンガード,冕卫,zh-MY
クラーケンの怒り,海妖之怒,zh-MY
クロノキーパー,时光守护者,zh-MY
グインソー レイジブレード,鬼索的狂暴之刃,zh-MY
グウェン,关,zh-MY
グラスキャノン,玻璃大炮,zh-MY
グラットン,暴食怪,zh-MY
グレイブス,葛雷夫,zh-MY
ケアテイカー,驯龙高手,zh-MY
ケイトリン,凯特琳,zh-MY
ケネン,凯能,zh-MY
ケンカの作法,爆破武装,zh-MY
コグ＝マウ,寇格魔,zh-MY
コブコ&ユーミ,昆布科和悠咪,zh-MY
コマース コア,商业核心,zh-MY
コンパニオン作成,构筑一名伙伴：,zh-MY
ゴールドの運命,金色天命,zh-MY
ゴールドの雨,天降黄金,zh-MY
ゴーレム,魔像,zh-MY
ゴーレム化,魔像化,zh-MY
サイオン,赛恩,zh-MY
サイラス,赛勒斯,zh-MY
サンファイア ケープ,日炎斗篷,zh-MY
ザ・ボス,角头老大,zh-MY
ザーヘン,扎罕,zh-MY
シェン,慎,zh-MY
シマースケールのエッセンス,微光龙鳞精萃,zh-MY
シャドウアイル,暗影岛,zh-MY
シュリーマ,苏瑞玛,zh-MY
ショウジンの矛,精进之矛,zh-MY
シルコの復讐,希尔科的复仇,zh-MY
シルバーの運命,银色命运,zh-MY
シルバーミアの夜明け,银织黎明,zh-MY
シンジド,辛吉德,zh-MY
シン・ジャオ,赵信,zh-MY
シヴァーナ,希瓦娜,zh-MY
シーカー アームガード,探索者护腕,zh-MY
ジグス,希格斯,zh-MY
ジャイアント スレイヤー,巨人杀手,zh-MY
ジャイアント ベルト,巨人腰带,zh-MY
ジャイアント&マイティ,巨人之力,zh-MY
ジャガーノート,重装战士,zh-MY
ジャガーノートの紋章,重装战士徽章,zh-MY
ジャストヒット,一击即中,zh-MY
ジャーヴァンⅣ,嘉文四世,zh-MY
ジュエル ガントレット,宝石手套,zh-MY
ジュエル ロータス,珠光莲花,zh-MY
ジリアン,极灵,zh-MY
ジン,烬,zh-MY
ジンクス,吉茵珂丝,zh-MY
ジークの使者,锡柯的号角,zh-MY
ジ＝ロット ポータル,虚空之门,zh-MY
スウェイン,斯温,zh-MY
スカーナー,史加纳,zh-MY
スタティック シヴ,史提克弹簧刀,zh-MY
スターターキット,入门套装,zh-MY
スターフォージャー,星际漫游者,zh-MY
スター誕生,星光传奇,zh-MY
ステラックの篭手,史特拉克手套,zh-MY
ステータスマシマシ,成吨数据！,zh-MY
ストライカー フレイル,打手连枷,zh-MY
スパーリング グローブ,格斗手套,zh-MY
スピリット ビサージュ,振奋盔甲,zh-MY
スペクトラル カトラス,鬼使弯刀,zh-MY
スレイヤー,杀戮者,zh-MY
スレイヤーの紋章,杀戮者徽章,zh-MY
スレッシュ,瑟雷西,zh-MY
セイレーン号の片舷砲,海妖舷炮,zh-MY
セジュアニ,史瓦妮,zh-MY
セト,赛特,zh-MY
セラフィムの杖,炽天使之杖,zh-MY
セラフィーン,瑟菈纷,zh-MY
ゼファー,西风匕首,zh-MY
ゼラス,齐勒斯,zh-MY
ソウルの目覚め,灵魂觉醒,zh-MY
ソウルバウンド,系魂使者,zh-MY
ソナ,索娜,zh-MY
ソラリのロケット,日轮的加冕,zh-MY
ソード オーバーフロー,大剑过载,zh-MY
ソーンプレートアーマー,荆棘镀板护甲,zh-MY
ゾウン,佐恩,zh-MY
ゾウンの紋章,佐恩徽章,zh-MY
ゾーイ,柔依,zh-MY
タイタン ハイドラ,泰坦九头蛇,zh-MY
タイムワインダー,时空断裂者,zh-MY
タクティシャンのケープ,棋手斗篷,zh-MY
タクティシャンの王冠,棋手皇冠,zh-MY
タクティシャンの盾,棋手盾牌,zh-MY
タム・ケンチ,贪啃奇,zh-MY
タリック,塔里克,zh-MY
ターゴン,巨石峰,zh-MY
ダイアナ,黛安娜,zh-MY
ダブルトラブル,出双入对,zh-MY
ダミー,训练木偶,zh-MY
ダミー化,木偶化,zh-MY
ダリウス,达瑞斯,zh-MY
ダーキン,冥血族裔,zh-MY
ダークウィルの侵略,达克威尔的入侵,zh-MY
ダークチャイルド,黑暗之女,zh-MY
チェイン ベスト,锁子甲,zh-MY
チェインブレイカー,破枷者,zh-MY
チューンド オシレーター,调谐振荡器,zh-MY
チョ＝ガス,科加斯,zh-MY
ツイステッド・フェイト,逆命,zh-MY
ツインガーディアン,双子守护者,zh-MY
ティーモ,提摩,zh-MY
ディスラプター,干扰者,zh-MY
ディスラプターの紋章,干扰者徽章,zh-MY
ディフェンダー,捍卫者,zh-MY
ディフェンダーの紋章,捍卫者徽章,zh-MY
デスブレード,死神之刃,zh-MY
デッド マン ダガー,亡者匕首,zh-MY
デッドリアー ブレード,致命利刃,zh-MY
デマーシア,蒂玛西亚,zh-MY
デマーシアの紋章,蒂玛西亚徽章,zh-MY
デマーシアよ永遠に,蒂玛西亚，永垂不朽,zh-MY
デュオキュー,双排,zh-MY
